"","country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","id","mob_all_except_residential_change_from_baseline","mob_transit_work_change_from_baseline","mob_transit_work_grocert_pharmacy_retail_change_from_baseline","retail_and_recreation_percent_change_from_baseline_7dma","grocery_and_pharmacy_percent_change_from_baseline_7dma","parks_percent_change_from_baseline_7dma","transit_stations_percent_change_from_baseline_7dma","workplaces_percent_change_from_baseline_7dma","residential_percent_change_from_baseline_7dma","mob_all_except_residential_change_from_baseline_7dma","mob_transit_work_change_from_baseline_7dma","mob_transit_work_grocert_pharmacy_retail_change_from_baseline_7dma","level"
"1346692","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-21,1,4,25,6,0,0,"Italy_Lombardy_NA_NA",7.2,3,2.75,-2,1.28571428571429,29.4285714285714,2.28571428571429,-0.428571428571429,-0.142857142857143,6.11428571428571,0.928571428571429,1.42857142857143,"Sub-national"
"1343669","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-22,-6,6,37,1,-1,0,"Italy_Lombardy_NA_NA",7.4,0,0,-2.28571428571429,2.14285714285714,31.1428571428571,3.28571428571429,-0.428571428571429,-0.285714285714286,6.77142857142857,1.42857142857143,-3.89285714285714,"Sub-national"
"1343921","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-22,-10,3,34,-3,0,0,"Italy_Lombardy_NA_NA",4.8,-1.5,-2.5,-3.14285714285714,1.28571428571429,32.7142857142857,5.71428571428571,-0.142857142857143,-0.285714285714286,7.28571428571429,2.78571428571429,-6.53571428571429,"Sub-national"
"1344173","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-22,-4,-3,33,5,-1,-1,"Italy_Lombardy_NA_NA",6,2,-0.75,-7.14285714285714,1.57142857142857,28.5714285714286,3.57142857142857,-1.14285714285714,0.285714285714286,5.08571428571429,1.21428571428571,-4.92857142857143,"Sub-national"
"1344425","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-22,-3,3,36,9,0,-1,"Italy_Lombardy_NA_NA",9,4.5,2.25,-6.85714285714286,0.714285714285714,32.2857142857143,4,-1,0.285714285714286,5.82857142857143,1.5,-1.42857142857143,"Sub-national"
"1344677","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-22,-3,-7,36,14,1,0,"Italy_Lombardy_NA_NA",8.2,7.5,1.25,-10.8571428571429,-4.57142857142857,23.5714285714286,-3.42857142857143,-3.85714285714286,1.42857142857143,0.171428571428571,-3.64285714285714,-3.5,"Sub-national"
"1344929","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-22,-25,5,-1,-7,-7,4,"Italy_Lombardy_NA_NA",-7,-7,-8.5,-9.42857142857143,-4.42857142857143,24.4285714285714,-1.14285714285714,-3.71428571428571,1.28571428571429,1.14285714285714,-2.42857142857143,-10.5,"Sub-national"
"1345181","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-22,3,-2,51,9,1,0,"Italy_Lombardy_NA_NA",12.4,5,2.75,-9.85714285714286,-4,28,-2,-3.57142857142857,1.42857142857143,1.71428571428571,-2.78571428571429,-2.60714285714286,"Sub-national"
"1345433","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-22,-34,-31,-24,-51,-21,8,"Italy_Lombardy_NA_NA",-32.2,-36,-34.25,-10.2857142857143,-4.28571428571429,24,-3.85714285714286,-3.71428571428571,1.71428571428571,0.371428571428571,-3.78571428571429,-24.2142857142857,"Sub-national"
"1345685","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-02-22,0,4,40,13,1,-1,"Italy_Lombardy_NA_NA",11.6,7,4.5,-9.28571428571429,-2.42857142857143,23.5714285714286,-5.57142857142857,-3.71428571428571,1.57142857142857,0.514285714285714,-4.64285714285714,-0.892857142857143,"Sub-national"
"1345937","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-02-22,-7,0,58,-1,0,0,"Italy_Lombardy_NA_NA",10,-0.5,-2,-6,-2.28571428571429,28.8571428571429,-4,-2.71428571428571,1,2.77142857142857,-3.35714285714286,-5.85714285714286,"Sub-national"
"1346189","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-02-22,-6,1,8,-4,-1,1,"Italy_Lombardy_NA_NA",-0.4,-2.5,-2.5,-9.14285714285714,2.28571428571429,23.2857142857143,-7.14285714285714,-3.14285714285714,1.28571428571429,1.22857142857143,-5.14285714285714,-7.5,"Sub-national"
"1346693","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-22,-2,6,36,4,0,0,"Italy_Lombardy_NA_NA",8.8,2,2,-10.7142857142857,10.2857142857143,23.4285714285714,-5.57142857142857,-0.857142857142857,0.857142857142857,3.31428571428571,-3.21428571428571,-1.10714285714286,"Sub-national"
"1343670","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-23,-19,30,12,-13,-2,2,"Italy_Lombardy_NA_NA",1.6,-7.5,-1,-11.8571428571429,12.2857142857143,17.5714285714286,-4.28571428571429,-0.857142857142857,1,2.57142857142857,-2.57142857142857,-7.5,"Sub-national"
"1343922","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-23,-30,23,1,-22,-2,2,"Italy_Lombardy_NA_NA",-6,-12,-7.75,-12.5714285714286,12.4285714285714,20.8571428571429,-2.71428571428571,-0.714285714285714,1.14285714285714,3.45714285714286,-1.71428571428571,-10.8214285714286,"Sub-national"
"1344174","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-23,-15,6,16,-5,-2,2,"Italy_Lombardy_NA_NA",0,-3.5,-4,-19.1428571428571,8.71428571428571,13,-5.14285714285714,-2.14285714285714,2.14285714285714,-0.942857142857143,-3.64285714285714,-8.17857142857143,"Sub-national"
"1344426","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-23,-15,14,17,8,0,1,"Italy_Lombardy_NA_NA",4.8,4,1.75,-19.4285714285714,10.5714285714286,11.1428571428571,-5,-2,2.42857142857143,-0.942857142857143,-3.5,-4.07142857142857,"Sub-national"
"1344678","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-23,-11,2,31,7,0,2,"Italy_Lombardy_NA_NA",5.8,3.5,-0.5,-23.1428571428571,0,5,-12.1428571428571,-4,3.42857142857143,-6.85714285714286,-8.07142857142857,-6.25,"Sub-national"
"1344930","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-23,-42,-20,-22,-15,-9,6,"Italy_Lombardy_NA_NA",-21.6,-12,-21.5,-20.1428571428571,-1.28571428571429,7,-9.28571428571429,-3.71428571428571,3.28571428571429,-5.48571428571429,-6.5,-14.4642857142857,"Sub-national"
"1345182","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-23,-4,19,23,5,1,2,"Italy_Lombardy_NA_NA",8.8,3,5.25,-21.2857142857143,0,8.85714285714286,-11.2857142857143,-3.71428571428571,3.28571428571429,-5.48571428571429,-7.5,-5.25,"Sub-national"
"1345434","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-23,-45,-44,-31,-63,-16,9,"Italy_Lombardy_NA_NA",-39.8,-39.5,-42,-21.8571428571429,-1.14285714285714,4.85714285714286,-15.5714285714286,-4.14285714285714,3.57142857142857,-7.57142857142857,-9.85714285714286,-30.4642857142857,"Sub-national"
"1345686","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-02-23,-9,14,15,-2,0,1,"Italy_Lombardy_NA_NA",3.6,-1,0.75,-19.8571428571429,1.85714285714286,4.14285714285714,-16.4285714285714,-4.28571428571429,3.28571428571429,-6.91428571428571,-10.3571428571429,-3.46428571428571,"Sub-national"
"1345938","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-02-23,-23,15,29,-19,-2,2,"Italy_Lombardy_NA_NA",0,-10.5,-7.25,-15.5714285714286,8.28571428571429,10,-15.1428571428571,-3,2.71428571428571,-3.08571428571429,-9.07142857142857,-9.53571428571429,"Sub-national"
"1346190","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-02-23,-19,6,-11,-22,-3,3,"Italy_Lombardy_NA_NA",-9.8,-12.5,-9.5,-17.5714285714286,9.42857142857143,10.7142857142857,-20.4285714285714,-6.28571428571429,3.71428571428571,-4.82857142857143,-13.3571428571429,-11.1428571428571,"Sub-national"
"1346694","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-23,-12,25,19,-6,0,2,"Italy_Lombardy_NA_NA",5.2,-3,1.75,-15.7142857142857,19.7142857142857,19.5714285714286,-20.2857142857143,-10.7142857142857,4.71428571428571,-1.48571428571429,-15.5,-4.17857142857143,"Sub-national"
"1343671","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-24,-18,27,28,-32,-22,9,"Italy_Lombardy_NA_NA",-3.4,-27,-11.25,-14.2857142857143,21.7142857142857,20.1428571428571,-20.7142857142857,-13,5.28571428571429,-1.22857142857143,-16.8571428571429,-10.8571428571429,"Sub-national"
"1343923","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-24,-25,23,21,-36,-25,10,"Italy_Lombardy_NA_NA",-8.4,-30.5,-15.75,-13,23.1428571428571,28.5714285714286,-20.7142857142857,-15.1428571428571,5.85714285714286,0.571428571428571,-17.9285714285714,-14.8214285714286,"Sub-national"
"1344175","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-24,-16,19,25,-28,-22,7,"Italy_Lombardy_NA_NA",-4.4,-25,-11.75,-17.4285714285714,20,25.8571428571429,-25.5714285714286,-18.7142857142857,7.28571428571429,-3.17142857142857,-22.1428571428571,-11.25,"Sub-national"
"1344427","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-24,-13,29,33,-22,-18,6,"Italy_Lombardy_NA_NA",1.8,-20,-6,-17.4285714285714,20,27.7142857142857,-29.1428571428571,-21.1428571428571,8.14285714285714,-4,-25.1428571428571,-6.71428571428571,"Sub-national"
"1344679","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-24,-10,16,48,-22,-18,7,"Italy_Lombardy_NA_NA",2.8,-20,-8.5,-19.4285714285714,14.7142857142857,21.8571428571429,-34.4285714285714,-24.1428571428571,9.28571428571429,-8.28571428571429,-29.2857142857143,-8.78571428571429,"Sub-national"
"1344931","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-24,-28,1,7,-33,-26,10,"Italy_Lombardy_NA_NA",-15.8,-29.5,-21.5,-17.2857142857143,16,19.7142857142857,-32.5714285714286,-23,8.57142857142857,-7.42857142857143,-27.7857142857143,-17.9642857142857,"Sub-national"
"1345183","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-24,-12,25,32,-31,-17,8,"Italy_Lombardy_NA_NA",-0.6,-24,-8.75,-17.5714285714286,17,21.5714285714286,-34.4285714285714,-22.8571428571429,8.85714285714286,-7.25714285714286,-28.6428571428571,-7.60714285714286,"Sub-national"
"1345435","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-24,-32,-10,-13,-69,-43,17,"Italy_Lombardy_NA_NA",-33.4,-56,-38.5,-17.4285714285714,15.2857142857143,18,-37.2857142857143,-23.5714285714286,9.28571428571429,-9,-30.4285714285714,-36.2142857142857,"Sub-national"
"1345687","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-02-24,-10,32,6,-23,-17,5,"Italy_Lombardy_NA_NA",-2.4,-20,-4.5,-15.5714285714286,16.4285714285714,16.7142857142857,-37.5714285714286,-23.7142857142857,8.85714285714286,-8.74285714285714,-30.6428571428571,-5.96428571428571,"Sub-national"
"1345939","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-02-24,-18,26,38,-41,-21,9,"Italy_Lombardy_NA_NA",-3.2,-31,-13.5,-13.2857142857143,20.1428571428571,23.1428571428571,-36.1428571428571,-22.5714285714286,8.42857142857143,-5.74285714285714,-29.3571428571429,-12.75,"Sub-national"
"1346191","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-02-24,-12,17,8,-42,-23,9,"Italy_Lombardy_NA_NA",-10.4,-32.5,-15,-14.7142857142857,17,19.7142857142857,-37,-23.4285714285714,8.85714285714286,-7.68571428571429,-30.2142857142857,-14.3928571428571,"Sub-national"
"1346695","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-24,-12,27,52,-23,-18,7,"Italy_Lombardy_NA_NA",5.2,-20.5,-6.5,-15.5714285714286,13.2857142857143,23.7142857142857,-34.1428571428571,-21.8571428571429,8.71428571428571,-6.91428571428571,-28,-7.25,"Sub-national"
"1343672","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-25,-22,3,8,-37,-23,11,"Italy_Lombardy_NA_NA",-14.2,-30,-19.75,-15.2857142857143,9.71428571428571,21.1428571428571,-31.8571428571429,-21.2857142857143,8.42857142857143,-7.51428571428571,-26.5714285714286,-14,"Sub-national"
"1343924","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-25,-29,0,2,-41,-27,12,"Italy_Lombardy_NA_NA",-19,-34,-24.25,-15.7142857142857,6.42857142857143,20.1428571428571,-30.1428571428571,-20.5714285714286,8.42857142857143,-7.97142857142857,-25.3571428571429,-18.6428571428571,"Sub-national"
"1344176","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-25,-19,-4,19,-31,-22,9,"Italy_Lombardy_NA_NA",-11.4,-26.5,-19,-20.4285714285714,1.57142857142857,14.8571428571429,-31.4285714285714,-21.4285714285714,9.42857142857143,-11.3714285714286,-26.4285714285714,-14.0357142857143,"Sub-national"
"1344428","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-25,-16,1,20,-25,-17,7,"Italy_Lombardy_NA_NA",-7.4,-21,-14.25,-20.8571428571429,-2.14285714285714,7,-33.2857142857143,-21.4285714285714,9.71428571428571,-14.1428571428571,-27.3571428571429,-9.14285714285714,"Sub-national"
"1344680","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-25,-15,-6,1,-30,-18,9,"Italy_Lombardy_NA_NA",-13.6,-24,-17.25,-23,-6.28571428571429,2.85714285714286,-38.4285714285714,-24.2857142857143,10.8571428571429,-17.8285714285714,-31.3571428571429,-10.8928571428571,"Sub-national"
"1344932","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-25,-30,-10,2,-33,-25,11,"Italy_Lombardy_NA_NA",-19.2,-29,-24.5,-21,-6.14285714285714,2.28571428571429,-36.4285714285714,-22.8571428571429,10,-16.8285714285714,-29.6428571428571,-20.9285714285714,"Sub-national"
"1345184","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-25,-15,1,-3,-36,-18,9,"Italy_Lombardy_NA_NA",-14.2,-27,-17,-21,-5,1.28571428571429,-38.5714285714286,-22.8571428571429,10.2857142857143,-17.2285714285714,-30.7142857142857,-9.75,"Sub-national"
"1345436","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-25,-37,-26,-21,-73,-43,19,"Italy_Lombardy_NA_NA",-40,-58,-44.75,-21.7142857142857,-6,-1.57142857142857,-41.5714285714286,-23.7142857142857,10.7142857142857,-18.9142857142857,-32.6428571428571,-41.0714285714286,"Sub-national"
"1345688","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-02-25,-15,1,-2,-27,-17,6,"Italy_Lombardy_NA_NA",-12,-22,-14.5,-20.1428571428571,-3.57142857142857,-0.285714285714286,-42,-23.5714285714286,10.2857142857143,-17.9142857142857,-32.7857142857143,-8.46428571428571,"Sub-national"
"1345940","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-02-25,-19,4,12,-46,-22,11,"Italy_Lombardy_NA_NA",-14.2,-34,-20.75,-18,-1.57142857142857,0,-41.2857142857143,-22.5714285714286,10,-16.6857142857143,-31.9285714285714,-15.5,"Sub-national"
"1346192","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-02-25,-21,-6,0,-46,-23,10,"Italy_Lombardy_NA_NA",-19.2,-34.5,-24,-19.1428571428571,-2.71428571428571,-0.285714285714286,-41.8571428571429,-23.2857142857143,10.2857142857143,-17.4571428571429,-32.5714285714286,-17.4642857142857,"Sub-national"
"1346696","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-25,-15,4,4,-28,-18,9,"Italy_Lombardy_NA_NA",-10.6,-23,-14.25,-19,-2.14285714285714,2.14285714285714,-38.7142857142857,-21.5714285714286,10,-15.8571428571429,-30.1428571428571,-10.1785714285714,"Sub-national"
"1343673","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-26,-23,-7,-5,-40,-23,11,"Italy_Lombardy_NA_NA",-19.6,-31.5,-23.25,-18.7142857142857,-3.85714285714286,1.71428571428571,-36.2857142857143,-20.7142857142857,9.57142857142857,-15.5714285714286,-28.5,-16.9642857142857,"Sub-national"
"1343925","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-26,-30,-9,-12,-44,-28,13,"Italy_Lombardy_NA_NA",-24.6,-36,-27.75,-18,-5,2.71428571428571,-34,-19.8571428571429,9.42857142857143,-14.8285714285714,-26.9285714285714,-21.9642857142857,"Sub-national"
"1344177","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-26,-21,-12,6,-34,-20,10,"Italy_Lombardy_NA_NA",-16.2,-27,-21.75,-21.7142857142857,-8.85714285714286,-1.42857142857143,-34.5714285714286,-20.7142857142857,10.2857142857143,-17.4571428571429,-27.6428571428571,-17.0357142857143,"Sub-national"
"1344429","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-26,-17,-8,9,-29,-16,8,"Italy_Lombardy_NA_NA",-12.2,-22.5,-17.5,-21.4285714285714,-11.1428571428571,-1.71428571428571,-35.4285714285714,-20.7142857142857,10.2857142857143,-18.0857142857143,-28.0714285714286,-12.0714285714286,"Sub-national"
"1344681","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-26,-16,-14,7,-30,-17,9,"Italy_Lombardy_NA_NA",-14,-23.5,-19.25,-23.5714285714286,-14.4285714285714,-3.57142857142857,-40,-23.4285714285714,11.4285714285714,-21,-31.7142857142857,-13.8214285714286,"Sub-national"
"1344933","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-26,-30,-16,-19,-37,-23,12,"Italy_Lombardy_NA_NA",-25,-30,-26.5,-21.5714285714286,-14.1428571428571,-2.85714285714286,-38,-21.8571428571429,10.5714285714286,-19.6857142857143,-29.9285714285714,-22.75,"Sub-national"
"1345185","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-26,-13,-12,2,-34,-18,9,"Italy_Lombardy_NA_NA",-15,-26,-19.25,-21.4285714285714,-13.5714285714286,0,-39.8571428571429,-22.1428571428571,10.7142857142857,-19.4,-31,-12.5714285714286,"Sub-national"
"1345437","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-26,-38,-30,-18,-72,-42,19,"Italy_Lombardy_NA_NA",-40,-57,-45.5,-22.1428571428571,-14.4285714285714,-3.28571428571429,-42.7142857142857,-22.8571428571429,11.1428571428571,-21.0857142857143,-32.7857142857143,-42.1428571428571,"Sub-national"
"1345689","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-02-26,-16,-7,-7,-30,-17,7,"Italy_Lombardy_NA_NA",-15.4,-23.5,-17.5,-20.8571428571429,-12.2857142857143,-4.42857142857143,-43.5714285714286,-22.5714285714286,10.8571428571429,-20.7428571428571,-33.0714285714286,-11.25,"Sub-national"
"1345941","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-02-26,-20,-8,26,-47,-22,11,"Italy_Lombardy_NA_NA",-14.2,-34.5,-24.25,-19.1428571428571,-10.5714285714286,-2,-42.7142857142857,-22,10.4285714285714,-19.2857142857143,-32.3571428571429,-18.2142857142857,"Sub-national"
"1346193","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-02-26,-22,-14,-14,-49,-21,11,"Italy_Lombardy_NA_NA",-24,-35,-26.5,-20,-9.85714285714286,-1.28571428571429,-43.4285714285714,-22.7142857142857,10.5714285714286,-19.4571428571429,-33.0714285714286,-19.8214285714286,"Sub-national"
"1346697","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-26,-18,-4,-2,-31,-19,9,"Italy_Lombardy_NA_NA",-14.8,-25,-18,-18.4285714285714,-7.14285714285714,4.85714285714286,-40.2857142857143,-21.2857142857143,10,-16.4571428571429,-30.7857142857143,-13.25,"Sub-national"
"1343674","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-27,-19,-7,7,-39,-23,10,"Italy_Lombardy_NA_NA",-16.2,-31,-22,-17.4285714285714,-7,4.28571428571429,-37.4285714285714,-20.2857142857143,9.42857142857143,-15.5714285714286,-28.8571428571429,-20.25,"Sub-national"
"1343926","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-27,-26,-8,1,-44,-29,12,"Italy_Lombardy_NA_NA",-21.2,-36.5,-26.75,-16.1428571428571,-6.42857142857143,7.57142857142857,-34.7142857142857,-19.7142857142857,9.14285714285714,-13.8857142857143,-27.2142857142857,-25.25,"Sub-national"
"1344178","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-27,-17,-10,17,-36,-20,10,"Italy_Lombardy_NA_NA",-13.2,-28,-20.75,-18.5714285714286,-8.14285714285714,8.57142857142857,-34.4285714285714,-20.7142857142857,9.71428571428571,-14.6571428571429,-27.5714285714286,-20.2857142857143,"Sub-national"
"1344430","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-27,-13,-7,22,-27,-15,7,"Italy_Lombardy_NA_NA",-8,-21,-15.5,-17.5714285714286,-8.28571428571429,9.85714285714286,-34.4285714285714,-20.5714285714286,9.71428571428571,-14.2,-27.5,-16.0357142857143,"Sub-national"
"1344682","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-27,-13,-10,9,-30,-17,9,"Italy_Lombardy_NA_NA",-12.2,-23.5,-17.5,-19.2857142857143,-10.8571428571429,8.14285714285714,-38.8571428571429,-23.2857142857143,11,-16.8285714285714,-31.0714285714286,-16.8214285714286,"Sub-national"
"1344934","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-27,-24,-11,6,-34,-22,11,"Italy_Lombardy_NA_NA",-17,-28,-22.75,-17.1428571428571,-10.7142857142857,5.57142857142857,-36.2857142857143,-21.2857142857143,10.2857142857143,-15.9714285714286,-28.7857142857143,-23.8928571428571,"Sub-national"
"1345186","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-27,-11,-5,7,-31,-18,9,"Italy_Lombardy_NA_NA",-11.6,-24.5,-16.25,-16.8571428571429,-9.71428571428571,6.57142857142857,-37.4285714285714,-21.5714285714286,10.2857142857143,-15.8,-29.5,-16.0357142857143,"Sub-national"
"1345438","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-27,-31,-25,-5,-70,-42,19,"Italy_Lombardy_NA_NA",-34.6,-56,-42,-17.2857142857143,-10,3.85714285714286,-40,-22.4285714285714,10.7142857142857,-17.1714285714286,-31.2142857142857,-42.8214285714286,"Sub-national"
"1345690","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-02-27,-11,-7,-17,-26,-15,7,"Italy_Lombardy_NA_NA",-15.2,-20.5,-14.75,-15.5714285714286,-7.71428571428571,3.85714285714286,-40.5714285714286,-22,10.4285714285714,-16.4,-31.2857142857143,-14.75,"Sub-national"
"1345942","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-02-27,-15,-3,24,-44,-22,10,"Italy_Lombardy_NA_NA",-12,-33,-21,-14.1428571428571,-6.85714285714286,3.14285714285714,-40.8571428571429,-21.5714285714286,10.1428571428571,-16.0571428571429,-31.2142857142857,-20.4642857142857,"Sub-national"
"1346194","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-02-27,-16,-9,3,-45,-21,10,"Italy_Lombardy_NA_NA",-17.6,-33,-22.75,-14.8571428571429,-7,6.71428571428571,-41.7142857142857,-22.4285714285714,10.2857142857143,-15.8571428571429,-32.0714285714286,-22.0714285714286,"Sub-national"
"1346698","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-02-27,-14,-5,1,-36,-19,9,"Italy_Lombardy_NA_NA",-14.6,-27.5,-18.5,-14.2857142857143,-5,19.1428571428571,-39.1428571428571,-21.4285714285714,9.57142857142857,-12.1428571428571,-30.2857142857143,-16.2857142857143,"Sub-national"
"1343675","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-02-28,-16,-6,32,-37,-24,10,"Italy_Lombardy_NA_NA",-10.2,-30.5,-20.75,-14,-5.57142857142857,22.4285714285714,-36.2857142857143,-20.4285714285714,9.14285714285714,-10.7714285714286,-28.3571428571429,-22.5,"Sub-national"
"1343927","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-02-28,-24,-7,22,-42,-30,12,"Italy_Lombardy_NA_NA",-16.2,-36,-25.75,-13.2857142857143,-5.42857142857143,28.5714285714286,-32.8571428571429,-20,9,-8.6,-26.4285714285714,-27.3571428571429,"Sub-national"
"1344179","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-02-28,-14,-11,43,-36,-20,9,"Italy_Lombardy_NA_NA",-7.6,-28,-20.25,-16.1428571428571,-7.71428571428571,31.2857142857143,-32.5714285714286,-21.1428571428571,9.57142857142857,-9.25714285714286,-26.8571428571429,-22.5357142857143,"Sub-national"
"1344431","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-02-28,-13,-7,47,-24,-15,7,"Italy_Lombardy_NA_NA",-2.4,-19.5,-14.75,-15,-8.14285714285714,38.4285714285714,-31.1428571428571,-21.2857142857143,9.57142857142857,-7.42857142857143,-26.2142857142857,-18.1428571428571,"Sub-national"
"1344683","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-02-28,-11,-8,46,-21,-18,9,"Italy_Lombardy_NA_NA",-2.4,-19.5,-14.5,-16.7142857142857,-10.8571428571429,33.1428571428571,-35.5714285714286,-23.7142857142857,10.7142857142857,-10.7428571428571,-29.6428571428571,-19.0357142857143,"Sub-national"
"1344935","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-02-28,-21,-10,28,-32,-22,11,"Italy_Lombardy_NA_NA",-11.4,-27,-21.25,-14.8571428571429,-10.7142857142857,32.8571428571429,-32.5714285714286,-21.5714285714286,10,-9.37142857142857,-27.0714285714286,-24.6071428571429,"Sub-national"
"1345187","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-02-28,-6,-8,51,-26,-20,9,"Italy_Lombardy_NA_NA",-1.8,-23,-15,-14.7142857142857,-9.57142857142857,36.4285714285714,-33.1428571428571,-22,10.1428571428571,-8.6,-27.5714285714286,-18.2857142857143,"Sub-national"
"1345439","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-02-28,-28,-25,-5,-68,-41,18,"Italy_Lombardy_NA_NA",-33.4,-54.5,-40.5,-14.8571428571429,-10,33,-35.8571428571429,-22.8571428571429,10.5714285714286,-10.1142857142857,-29.3571428571429,-43.6071428571429,"Sub-national"
