comune,comune_code,date,cases
Mazzano,17107,01/09/2020,99
Meda,108030,01/09/2020,113
Mede,18088,01/09/2020,29
Mediglia,15139,01/09/2020,156
Medolago,16250,01/09/2020,19
Medole,20034,01/09/2020,24
Melegnano,15140,01/09/2020,290
Meleti,98038,01/09/2020,24
Melzo,15142,01/09/2020,197
Menaggio,13145,01/09/2020,22
Menconico,18089,01/09/2020,36
Merate,97048,01/09/2020,204
Merlino,98039,01/09/2020,7
Merone,13147,01/09/2020,32
Mese,14043,01/09/2020,6
Mesenzana,12102,01/09/2020,5
Mesero,15144,01/09/2020,59
Mezzago,108031,01/09/2020,30
Mezzana Bigli,18090,01/09/2020,8
Mezzanino,18092,01/09/2020,14
Milano,15146,01/09/2020,11522
Milzano,17108,01/09/2020,16
Miradolo Terme,18093,01/09/2020,31
Misano di Gera d'Adda,16135,01/09/2020,33
Misinto,108032,01/09/2020,21
Missaglia,97049,01/09/2020,42
Moglia,20035,01/09/2020,46
Molteno,97051,01/09/2020,11
Monasterolo del Castello,16137,01/09/2020,11
Moniga del Garda,17109,01/09/2020,22
Montagna in Valtellina,14044,01/09/2020,19
Montalto Pavese,18094,01/09/2020,5
Montanaso Lombardo,98040,01/09/2020,23
Montano Lucino,13154,01/09/2020,22
Monte Cremasco,19058,01/09/2020,15
Monte Isola,17111,01/09/2020,15
Monte Marenzo,97052,01/09/2020,9
Montebello della Battaglia,18095,01/09/2020,25
Montegrino Valtravaglia,12103,01/09/2020,6
Montello,16139,01/09/2020,35
Montescano,18097,01/09/2020,6
Montesegale,18098,01/09/2020,4
Montevecchia,97053,01/09/2020,13
Monticelli Brusati,17112,01/09/2020,72
Monticelli Pavese,18099,01/09/2020,8
Monticello Brianza,97054,01/09/2020,58
Montichiari,17113,01/09/2020,292
Montirone,17114,01/09/2020,80
Montodine,19059,01/09/2020,46
Montorfano,13157,01/09/2020,11
Montù Beccaria,18100,01/09/2020,13
Monza,108033,01/09/2020,1184
Monzambano,20036,01/09/2020,21
Morazzone,12105,01/09/2020,13
Morbegno,14045,01/09/2020,166
Morengo,16140,01/09/2020,34
Morimondo,15150,01/09/2020,12
Mornago,12106,01/09/2020,8
Mornico al Serio,16141,01/09/2020,32
Mortara,18102,01/09/2020,187
Moscazzano,19060,01/09/2020,6
Motta Baluffi,19061,01/09/2020,19
Motta Visconti,15151,01/09/2020,26
Motteggiana,20037,01/09/2020,15
Mozzanica,16142,01/09/2020,37
Mozzate,13159,01/09/2020,31
Mozzo,16143,01/09/2020,96
Muggiò,108034,01/09/2020,125
Mulazzano,98041,01/09/2020,49
Mura,17115,01/09/2020,8
Muscoline,17116,01/09/2020,15
Musso,13160,01/09/2020,11
Nave,17117,01/09/2020,140
Nembro,16144,01/09/2020,326
Nerviano,15154,01/09/2020,84
Nesso,13161,01/09/2020,5
Niardo,17118,01/09/2020,23
Nibionno,97056,01/09/2020,20
Nova Milanese,108035,01/09/2020,154
Novate Mezzola,14046,01/09/2020,8
Novate Milanese,15157,01/09/2020,137
Novedrate,13163,01/09/2020,10
Noviglio,15158,01/09/2020,21
Nuvolento,17119,01/09/2020,28
Nuvolera,17120,01/09/2020,67
Odolo,17121,01/09/2020,23
Offanengo,19062,01/09/2020,102
Offlaga,17122,01/09/2020,38
Oggiona con Santo Stefano,12107,01/09/2020,23
Oggiono,97057,01/09/2020,97
Olevano di Lomellina,18104,01/09/2020,4
Olgiate Comasco,13165,01/09/2020,48
Olgiate Molgora,97058,01/09/2020,91
Olgiate Olona,12108,01/09/2020,50
Olginate,97059,01/09/2020,59
Oliveto Lario,97060,01/09/2020,7
Olmeneta,19063,01/09/2020,20
Olmo al Brembo,16145,01/09/2020,11
Oltre il Colle,16146,01/09/2020,18
Oltrona di San Mamette,13169,01/09/2020,7
Ome,17123,01/09/2020,41
Oneta,16148,01/09/2020,12
Ono San Pietro,17124,01/09/2020,21
Onore,16149,01/09/2020,17
Opera,15159,01/09/2020,62
Origgio,12109,01/09/2020,40
Orino,12110,01/09/2020,8
Orio al Serio,16150,01/09/2020,23
Orio Litta,98042,01/09/2020,15
Ornago,108036,01/09/2020,31
Orsenigo,13170,01/09/2020,12
Orzinuovi,17125,01/09/2020,234
Orzivecchi,17126,01/09/2020,31
Osio Sopra,16152,01/09/2020,59
Osio Sotto,16153,01/09/2020,157
Osnago,97061,01/09/2020,38
Ospedaletto Lodigiano,98043,01/09/2020,24
Ospitaletto,17127,01/09/2020,181
Ossago Lodigiano,98044,01/09/2020,15
Ossimo,17128,01/09/2020,23
Ossona,15164,01/09/2020,33
Ostiano,19064,01/09/2020,72
Ostiglia,20038,01/09/2020,31
Ottobiano,18106,01/09/2020,13
Ozzero,15165,01/09/2020,14
Padenghe sul Garda,17129,01/09/2020,73
Paderno d'Adda,97062,01/09/2020,33
Paderno Dugnano,15166,01/09/2020,462
Paderno Franciacorta,17130,01/09/2020,41
Paderno Ponchielli,19065,01/09/2020,26
Pagazzano,16154,01/09/2020,13
Paitone,17132,01/09/2020,21
Paladina,16155,01/09/2020,86
Palazzago,16156,01/09/2020,30
Palazzo Pignano,19066,01/09/2020,24
Palazzolo sull'Oglio,17133,01/09/2020,261
Palestro,18107,01/09/2020,6
Palosco,16157,01/09/2020,79
Pandino,19067,01/09/2020,113
Pantigliate,15167,01/09/2020,54
Parabiago,15168,01/09/2020,202
Paratico,17134,01/09/2020,74
Parona,18109,01/09/2020,20
Parre,16158,01/09/2020,50
Paspardo,17135,01/09/2020,9
Passirano,17136,01/09/2020,93
Pasturo,97065,01/09/2020,10
Paullo,15169,01/09/2020,119
Pavia,18110,01/09/2020,589
Pavone del Mella,17137,01/09/2020,43
Pedrengo,16160,01/09/2020,68
Pegognaga,20039,01/09/2020,67
Peia,16161,01/09/2020,26
Perledo,97067,01/09/2020,49
Pero,15170,01/09/2020,70
Persico Dosimo,19068,01/09/2020,75
Pertica Bassa,17140,01/09/2020,13
Pescarolo ed Uniti,19069,01/09/2020,23
Pescate,97068,01/09/2020,16
Peschiera Borromeo,15171,01/09/2020,124
Pessano con Bornago,15172,01/09/2020,110
Pessina Cremonese,19070,01/09/2020,4
Pezzaze,17141,01/09/2020,32
Piadena Drizzona,19116,01/09/2020,56
Pian Camuno,17142,01/09/2020,58
Piancogno,17206,01/09/2020,114
Pianello del Lario,13183,01/09/2020,9
Pianengo,19072,01/09/2020,37
Pianico,16162,01/09/2020,20
Piantedo,14048,01/09/2020,9
Piario,16163,01/09/2020,33
Piateda,14049,01/09/2020,12
Piazza Brembana,16164,01/09/2020,44
Piazzatorre,16165,01/09/2020,8
Pieranica,19073,01/09/2020,10
Pietra de' Giorgi,18111,01/09/2020,8
Pieve Albignola,18112,01/09/2020,4
Pieve d'Olmi,19074,01/09/2020,25
Pieve del Cairo,18113,01/09/2020,12
Pieve Emanuele,15173,01/09/2020,96
Pieve Fissiraga,98045,01/09/2020,15
Pieve Porto Morone,18114,01/09/2020,38
Pieve San Giacomo,19075,01/09/2020,21
Pinarolo Po,18115,01/09/2020,29
Pioltello,15175,01/09/2020,332
Pisogne,17143,01/09/2020,154
Piubega,20041,01/09/2020,18
Piuro,14050,01/09/2020,9
Pizzale,18116,01/09/2020,5
Pizzighettone,19076,01/09/2020,152
Plesio,13185,01/09/2020,5
Poggio Rusco,20042,01/09/2020,37
Poggiridenti,14051,01/09/2020,10
Pogliano Milanese,15176,01/09/2020,71
Pognana Lario,13186,01/09/2020,4
Pognano,16167,01/09/2020,21
Polaveno,17144,01/09/2020,22
Polpenazze del Garda,17145,01/09/2020,23
Pompiano,17146,01/09/2020,46
Pomponesco,20043,01/09/2020,25
Poncarale,17147,01/09/2020,56
Ponte di Legno,17148,01/09/2020,26
Ponte in Valtellina,14052,01/09/2020,13
Ponte Lambro,13188,01/09/2020,20
Ponte Nizza,18117,01/09/2020,14
Ponte Nossa,16168,01/09/2020,33
Ponte San Pietro,16170,01/09/2020,160
Ponteranica,16169,01/09/2020,101
Pontevico,17149,01/09/2020,156
Ponti sul Mincio,20044,01/09/2020,10
Pontida,16171,01/09/2020,32
Pontirolo Nuovo,16172,01/09/2020,56
Pontoglio,17150,01/09/2020,113
Porlezza,13189,01/09/2020,87
Portalbera,18118,01/09/2020,18
Porto Ceresio,12113,01/09/2020,9
Porto Mantovano,20045,01/09/2020,61
Porto Valtravaglia,12114,01/09/2020,8
Pozzaglio ed Uniti,19077,01/09/2020,24
Pozzo d'Adda,15177,01/09/2020,57
Pozzolengo,17151,01/09/2020,28
Pozzuolo Martesana,15178,01/09/2020,68
Pradalunga,16173,01/09/2020,102
Pralboino,17152,01/09/2020,65
Prata Camportaccio,14054,01/09/2020,11
Predore,16174,01/09/2020,30
Pregnana Milanese,15179,01/09/2020,39
Premana,97069,01/09/2020,29
Premolo,16175,01/09/2020,19
Preseglie,17153,01/09/2020,13
Presezzo,16176,01/09/2020,66
Prevalle,17155,01/09/2020,39
Primaluna,97070,01/09/2020,7
Proserpio,13192,01/09/2020,7
Provaglio d'Iseo,17156,01/09/2020,105
Provaglio Val Sabbia,17157,01/09/2020,8
Puegnago del Garda,17158,01/09/2020,26
Pumenengo,16177,01/09/2020,18
Pusiano,13193,01/09/2020,4
Quingentole,20046,01/09/2020,4
Quintano,19078,01/09/2020,22
Quinzano d'Oglio,17159,01/09/2020,79
Quistello,20047,01/09/2020,17
Ranica,16178,01/09/2020,72
Ranzanico,16179,01/09/2020,22
Rea,18119,01/09/2020,8
Redavalle,18120,01/09/2020,9
Redondesco,20048,01/09/2020,11
Remedello,17160,01/09/2020,39
Renate,108037,01/09/2020,29
Rescaldina,15181,01/09/2020,54
Retorbido,18121,01/09/2020,20
Rezzato,17161,01/09/2020,197
Rho,15182,01/09/2020,485
Ricengo,19079,01/09/2020,12
Ripalta Arpina,19080,01/09/2020,17
Ripalta Cremasca,19081,01/09/2020,54
Riva di Solto,16180,01/09/2020,14
Rivanazzano Terme,18122,01/09/2020,92
Rivarolo del Re ed Uniti,19083,01/09/2020,25
Rivarolo Mantovano,20050,01/09/2020,52
Rivolta d'Adda,19084,01/09/2020,122
Robbiate,97071,01/09/2020,53
Robbio,18123,01/09/2020,65
Robecchetto con Induno,15183,01/09/2020,19
Robecco d'Oglio,19085,01/09/2020,87
Robecco Pavese,18124,01/09/2020,5
Robecco sul Naviglio,15184,01/09/2020,33
Roccafranca,17162,01/09/2020,54
Rodano,15185,01/09/2020,26
Rodengo Saiano,17163,01/09/2020,121
Rodigo,20051,01/09/2020,121
Roè Volciano,17164,01/09/2020,38
Rogeno,97072,01/09/2020,23
Rogno,16182,01/09/2020,49
Romagnese,18128,01/09/2020,13
Romanengo,19086,01/09/2020,56
Romano di Lombardia,16183,01/09/2020,223
Ronago,13199,01/09/2020,6
Roncadelle,17165,01/09/2020,124
Roncaro,18129,01/09/2020,12
Roncello,108055,01/09/2020,30
Ronco Briantino,108038,01/09/2020,24
Roncoferraro,20052,01/09/2020,20
Roncola,16185,01/09/2020,7
Rosate,15188,01/09/2020,25
Rota d'Imagna,16186,01/09/2020,11
Rovato,17166,01/09/2020,213
Rovellasca,13201,01/09/2020,29
Rovello Porro,13202,01/09/2020,25
Roverbella,20053,01/09/2020,30
Rovetta,16187,01/09/2020,83
Rozzano,15189,01/09/2020,270
Rudiano,17167,01/09/2020,36
Sabbio Chiese,17168,01/09/2020,65
Sabbioneta,20054,01/09/2020,64
Sala Comacina,13203,01/09/2020,39
Sale Marasino,17169,01/09/2020,42
Salerano sul Lambro,98046,01/09/2020,25
Salò,17170,01/09/2020,128
Saltrio,12117,01/09/2020,5
Salvirola,19087,01/09/2020,15
Samarate,12118,01/09/2020,43
Samolaco,14057,01/09/2020,9
San Bassano,19088,01/09/2020,109
San Benedetto Po,20055,01/09/2020,71
San Colombano al Lambro,15191,01/09/2020,190
San Damiano al Colle,18134,01/09/2020,6
San Daniele Po,19089,01/09/2020,24
San Donato Milanese,15192,01/09/2020,196
San Felice del Benaco,17171,01/09/2020,27
San Fermo della Battaglia,13206,01/09/2020,38
San Fiorano,98047,01/09/2020,36
San Genesio ed Uniti,18135,01/09/2020,18
San Gervasio Bresciano,17172,01/09/2020,24
San Giacomo delle Segnate,20056,01/09/2020,10
San Giorgio Bigarello,20057,01/09/2020,48
San Giorgio di Lomellina,18136,01/09/2020,10
San Giorgio su Legnano,15194,01/09/2020,37
San Giovanni Bianco,16188,01/09/2020,93
San Giovanni del Dosso,20058,01/09/2020,13
San Giovanni in Croce,19090,01/09/2020,48
San Giuliano Milanese,15195,01/09/2020,303
San Martino dall'Argine,20059,01/09/2020,23
San Martino del Lago,19091,01/09/2020,5
San Martino in Strada,98048,01/09/2020,63
San Martino Siccomario,18137,01/09/2020,35
San Nazzaro Val Cavargna,13207,01/09/2020,6
San Paolo,17138,01/09/2020,81
San Paolo d'Argon,16189,01/09/2020,64
San Pellegrino Terme,16190,01/09/2020,89
San Rocco al Porto,98049,01/09/2020,60
San Siro,13248,01/09/2020,12
San Vittore Olona,15201,01/09/2020,90
San Zeno Naviglio,17173,01/09/2020,45
San Zenone al Lambro,15202,01/09/2020,45
Sangiano,12141,01/09/2020,5
Sannazzaro de' Burgondi,18138,01/09/2020,58
Sant'Alessio con Vialone,18141,01/09/2020,6
Sant'Angelo Lodigiano,98050,01/09/2020,187
Sant'Omobono Terme,16252,01/09/2020,34
Santa Brigida,16191,01/09/2020,12
Santa Cristina e Bissone,18139,01/09/2020,26
Santa Giuletta,18140,01/09/2020,18
Santa Margherita di Staffora,18142,01/09/2020,4
Santa Maria della Versa,18143,01/09/2020,9
Santa Maria Hoè,97074,01/09/2020,13
Santo Stefano Lodigiano,98051,01/09/2020,34
Santo Stefano Ticino,15200,01/09/2020,30
Sarezzo,17174,01/09/2020,120
Sarnico,16193,01/09/2020,71
Saronno,12119,01/09/2020,248
Sartirana Lomellina,18146,01/09/2020,14
Saviore dell'Adamello,17175,01/09/2020,10
Scandolara Ravara,19092,01/09/2020,38
Scandolara Ripa d'Oglio,19093,01/09/2020,10
Scanzorosciate,16194,01/09/2020,163
Schignano,13211,01/09/2020,4
Schilpario,16195,01/09/2020,21
Schivenoglia,20060,01/09/2020,69
Secugnago,98052,01/09/2020,32
Sedriano,15204,01/09/2020,80
Sedrina,16196,01/09/2020,40
Segrate,15205,01/09/2020,272
Sellero,17176,01/09/2020,21
Selvino,16197,01/09/2020,31
Senago,15206,01/09/2020,106
Seniga,17177,01/09/2020,26
Senna Comasco,13212,01/09/2020,16
Senna Lodigiana,98053,01/09/2020,24
Seregno,108039,01/09/2020,286
Sergnano,19094,01/09/2020,62
Seriate,16198,01/09/2020,333
Serina,16199,01/09/2020,32
Serle,17178,01/09/2020,40
Sermide e Felonica,20061,01/09/2020,85
Serravalle a Po,20062,01/09/2020,49
Sesto Calende,12120,01/09/2020,21
Sesto ed Uniti,19095,01/09/2020,39
Sesto San Giovanni,15209,01/09/2020,558
Settala,15210,01/09/2020,36
Settimo Milanese,15211,01/09/2020,149
Seveso,108040,01/09/2020,102
Silvano Pietra,18149,01/09/2020,4
Sirmione,17179,01/09/2020,70
Sirone,97075,01/09/2020,11
Sirtori,97076,01/09/2020,7
Siziano,18150,01/09/2020,38
Soiano del Lago,17180,01/09/2020,14
Solaro,15213,01/09/2020,74
Solarolo Rainerio,19096,01/09/2020,25
Solbiate Arno,12121,01/09/2020,6
Solbiate con Cagno,13255,01/09/2020,38
Solbiate Olona,12122,01/09/2020,25
Solferino,20063,01/09/2020,71
Solto Collina,16200,01/09/2020,23
Solza,16251,01/09/2020,17
Somaglia,98054,01/09/2020,43
Somma Lombardo,12123,01/09/2020,109
Sommo,18151,01/09/2020,7
Soncino,19097,01/09/2020,92
Sondalo,14060,01/09/2020,32
Sondrio,14061,01/09/2020,230
Songavazzo,16201,01/09/2020,21
Sonico,17181,01/09/2020,21
Sordio,98055,01/09/2020,56
Soresina,19098,01/09/2020,262
Sorico,13216,01/09/2020,8
Sorisole,16202,01/09/2020,102
Sospiro,19099,01/09/2020,142
Sotto il Monte Giovanni XXIII,16203,01/09/2020,55
Sovere,16204,01/09/2020,94
Sovico,108041,01/09/2020,27
Spessa,18152,01/09/2020,5
Spinadesco,19100,01/09/2020,34
Spineda,19101,01/09/2020,13
Spino d'Adda,19102,01/09/2020,43
Spinone al Lago,16205,01/09/2020,12
Spirano,16206,01/09/2020,69
Stagno Lombardo,19103,01/09/2020,29
Stezzano,16207,01/09/2020,173
Stradella,18153,01/09/2020,151
Strozza,16208,01/09/2020,13
Suardi,18154,01/09/2020,4
Suello,97078,01/09/2020,38
Suisio,16209,01/09/2020,42
Sulbiate,108042,01/09/2020,18
Sulzano,17182,01/09/2020,18
Sumirago,12124,01/09/2020,15
Sustinente,20064,01/09/2020,6
Suzzara,20065,01/09/2020,156
Taino,12125,01/09/2020,10
Talamona,14063,01/09/2020,57
Taleggio,16210,01/09/2020,10
Tavazzano con Villavesco,98056,01/09/2020,60
Tavernerio,13222,01/09/2020,71
Tavernola Bergamasca,16211,01/09/2020,34
Tavernole sul Mella,17183,01/09/2020,9
Teglio,14065,01/09/2020,70
Telgate,16212,01/09/2020,58
Temù,17184,01/09/2020,33
Ternate,12126,01/09/2020,13
Terno d'Isola,16213,01/09/2020,75
Terranova dei Passerini,98057,01/09/2020,12
Ticengo,19104,01/09/2020,7
Tignale,17185,01/09/2020,5
Tirano,14066,01/09/2020,124
Torbole Casaglia,17186,01/09/2020,83
Torno,13223,01/09/2020,7
Torrazza Coste,18155,01/09/2020,13
Torre Beretti e Castellaro,18156,01/09/2020,5
Torre Boldone,16214,01/09/2020,144
Torre d'Arese,18157,01/09/2020,6
Torre d'Isola,18159,01/09/2020,12
Torre de' Busi,16215,01/09/2020,15
Torre de' Negri,18158,01/09/2020,5
Torre de' Picenardi,19107,01/09/2020,17
Torre de' Roveri,16216,01/09/2020,21
Torre Pallavicina,16217,01/09/2020,12
Torrevecchia Pia,18160,01/09/2020,23
Torricella del Pizzo,19108,01/09/2020,10
Torricella Verzate,18161,01/09/2020,4
Toscolano-Maderno,17187,01/09/2020,88
Tradate,12127,01/09/2020,133
Traona,14069,01/09/2020,13
Travacò Siccomario,18162,01/09/2020,26
Travagliato,17188,01/09/2020,169
Travedona-Monate,12128,01/09/2020,16
Tremezzina,13252,01/09/2020,52
Tremosine sul Garda,17189,01/09/2020,4
Trenzano,17190,01/09/2020,61
Trescore Balneario,16218,01/09/2020,112
Trescore Cremasco,19109,01/09/2020,35
Tresivio,14070,01/09/2020,15
Treviglio,16219,01/09/2020,362
Treviolo,16220,01/09/2020,167
Treviso Bresciano,17191,01/09/2020,8
Trezzano Rosa,15219,01/09/2020,29
Trezzano sul Naviglio,15220,01/09/2020,115
Trezzo sull'Adda,15221,01/09/2020,196
Tribiano,15222,01/09/2020,25
Trigolo,19110,01/09/2020,82
Triuggio,108043,01/09/2020,36
Trivolzio,18163,01/09/2020,11
Tromello,18164,01/09/2020,21
Truccazzano,15224,01/09/2020,41
Turano Lodigiano,98058,01/09/2020,25
Turate,13227,01/09/2020,57
Turbigo,15226,01/09/2020,74
Ubiale Clanezzo,16221,01/09/2020,12
Uboldo,12130,01/09/2020,28
Uggiate-Trevano,13228,01/09/2020,12
Urago d'Oglio,17192,01/09/2020,54
Urgnano,16222,01/09/2020,123
Usmate Velate,108044,01/09/2020,44
Vaiano Cremasco,19111,01/09/2020,43
Vailate,19112,01/09/2020,63
Val Brembilla,16253,01/09/2020,100
Val Masino,14074,01/09/2020,5
Valbondione,16223,01/09/2020,29
Valbrembo,16224,01/09/2020,63
Valbrona,13229,01/09/2020,22
Valdidentro,14071,01/09/2020,34
Valdisotto,14072,01/09/2020,30
Valera Fratta,98059,01/09/2020,16
Valfurva,14073,01/09/2020,38
Valgoglio,16225,01/09/2020,6
Valgreghentino,97082,01/09/2020,18
Valle Lomellina,18168,01/09/2020,35
Valle Salimbene,18169,01/09/2020,15
Vallio Terme,17193,01/09/2020,16
Valmadrera,97083,01/09/2020,98
Valmorea,13232,01/09/2020,28
Valnegra,16227,01/09/2020,6
Valsolda,13234,01/09/2020,8
Valvarrone,97093,01/09/2020,5
Vanzaghello,15249,01/09/2020,14
Vanzago,15229,01/09/2020,103
Vaprio d'Adda,15230,01/09/2020,70
Varedo,108045,01/09/2020,81
Varese,12133,01/09/2020,343
Varzi,18171,01/09/2020,55
Vedano al Lambro,108046,01/09/2020,58
Vedano Olona,12134,01/09/2020,23
Veduggio con Colzano,108047,01/09/2020,35
Vellezzo Bellini,18173,01/09/2020,36
Venegono Inferiore,12136,01/09/2020,24
Venegono Superiore,12137,01/09/2020,21
Veniano,13238,01/09/2020,10
Verano Brianza,108048,01/09/2020,46
Vercana,13239,01/09/2020,4
Verceia,14075,01/09/2020,11
Vercurago,97086,01/09/2020,28
Verdellino,16232,01/09/2020,88
Verdello,16233,01/09/2020,99
Verderio,97091,01/09/2020,54
Vergiate,12138,01/09/2020,65
Vermezzo con Zelo,15251,01/09/2020,22
Vernate,15236,01/09/2020,16
Verolanuova,17195,01/09/2020,171
Verolavecchia,17196,01/09/2020,47
Verrua Po,18175,01/09/2020,13
Vertemate con Minoprio,13242,01/09/2020,18
Vertova,16234,01/09/2020,104
Vescovato,19113,01/09/2020,116
Vestone,17197,01/09/2020,112
Vezza d'Oglio,17198,01/09/2020,28
Viadana,20066,01/09/2020,367
Viadanica,16235,01/09/2020,10
Vidigulfo,18176,01/09/2020,88
Viganò,97090,01/09/2020,24
Vigano San Martino,16236,01/09/2020,13
Vigevano,18177,01/09/2020,597
Viggiù,12139,01/09/2020,80
Vignate,15237,01/09/2020,58
Vigolo,16237,01/09/2020,13
Villa Carcina,17199,01/09/2020,165
Villa Cortese,15248,01/09/2020,83
Villa d'Adda,16238,01/09/2020,72
Villa d'Almè,16239,01/09/2020,97
Villa d'Ogna,16241,01/09/2020,40
Villa di Chiavenna,14077,01/09/2020,6
Villa di Serio,16240,01/09/2020,132
Villa di Tirano,14078,01/09/2020,16
Villa Guardia,13245,01/09/2020,35
Villachiara,17200,01/09/2020,19
Villanova d'Ardenghi,18179,01/09/2020,10
Villanova del Sillaro,98060,01/09/2020,13
Villanterio,18180,01/09/2020,38
Villanuova sul Clisi,17201,01/09/2020,84
Villasanta,108049,01/09/2020,90
Villimpenta,20068,01/09/2020,7
Villongo,16242,01/09/2020,70
Vilminore di Scalve,16243,01/09/2020,22
Vimercate,108050,01/09/2020,244
Vimodrone,15242,01/09/2020,221
Vione,17202,01/09/2020,17
Visano,17203,01/09/2020,25
Vistarino,18181,01/09/2020,15
Vittuone,15243,01/09/2020,151
Vizzolo Predabissi,15244,01/09/2020,53
Vobarno,17204,01/09/2020,108
Voghera,18182,01/09/2020,486
Volongo,19114,01/09/2020,6
Volta Mantovana,20070,01/09/2020,158
Zandobbio,16244,01/09/2020,33
Zanica,16245,01/09/2020,106
Zavattarello,18184,01/09/2020,39
Zeccone,18185,01/09/2020,14
Zelo Buon Persico,98061,01/09/2020,45
Zeme,18186,01/09/2020,33
Zerbolò,18189,01/09/2020,9
Zibido San Giacomo,15247,01/09/2020,20
Zinasco,18190,01/09/2020,17
Zogno,16246,01/09/2020,188
Zone,17205,01/09/2020,13
